Course Code,credits,semester,year,number_of_students,average_mark,std_dev,median,mode,pass_rate
LASC10067,10,Full year,2024,80,82.65,6.2,82.66,80.99,0.91
LASC10069,10,Full year,2020,137,68.07,8.39,66.3,65.96,0.73
LASC10069,10,Full year,2021,139,65.51,9.92,65.34,65.7,0.73
LASC10069,10,Full year,2022,138,66.23,9.35,64.65,66.5,0.72
LASC10069,10,Full year,2023,141,67.4,8.68,65.28,66.74,0.74
LASC10069,10,Full year,2024,141,66.11,9.83,64.42,67.28,0.79
LASC10070,20,Full year,2020,82,84.06,6.1,84.01,83.25,0.76
LASC10070,20,Full year,2021,82,85.51,6.68,83.75,81.91,0.74
LASC10070,20,Full year,2022,83,82.33,6.11,84.44,82.83,0.74
LASC10070,20,Full year,2023,84,83.65,5.96,83.64,82.15,0.8
LASC10070,20,Full year,2024,89,83.25,6.64,83.58,81.89,0.82
LASC10071,10,Semester 1,2020,100,84.16,7.12,83.65,85.22,0.79
LASC10071,10,Semester 1,2021,96,84.37,6.43,82.64,83.9,0.71
LASC10071,10,Semester 1,2022,95,83.99,7.05,83.54,84.78,0.75
LASC10071,10,Semester 1,2023,91,80.99,6.32,83.58,83.57,0.75
LASC10071,10,Semester 1,2024,91,83.43,6.84,83.25,85.17,0.78
LASC10072,20,Semester 2,2020,108,66.44,9.49,63.95,65.97,0.7
LASC10072,20,Semester 2,2021,107,63.71,8.5,64.14,65.26,0.73
LASC10072,20,Semester 2,2022,110,64.44,7.78,63.92,65.02,0.74
LASC10072,20,Semester 2,2023,113,63.88,8.86,62.7,65.02,0.66
LASC10072,20,Semester 2,2024,111,67.07,8.54,62.95,64.93,0.68
LASC10073,10,Full year,2020,54,76.94,6.56,75.97,76.74,0.96
LASC10073,10,Full year,2021,53,77.5,7.57,77.27,76.54,0.96
LASC10073,10,Full year,2022,51,77.92,7.48,76.88,76.15,0.94
LASC10073,10,Full year,2023,54,76.65,6.24,76.12,77.28,0.98
LASC10073,10,Full year,2024,52,77.65,7.59,77.06,77.62,0.93
LASC10077,20,Semester 2,2020,98,66.44,6.38,67.03,67.11,0.92
LASC10077,20,Semester 2,2021,94,67.31,4.95,65.7,68.06,0.92
LASC10077,20,Semester 2,2022,93,68.33,5.85,65.62,67.15,0.89
LASC10077,20,Semester 2,2023,91,65.45,6.37,67.01,68.15,0.89
LASC10077,20,Semester 2,2024,93,66.53,5.15,65.5,67.92,0.87
LASC10078,20,Full year,2020,62,75.61,8.5,74.56,73.71,0.83
LASC10078,20,Full year,2021,63,76.1,8.13,72.9,74.39,0.86
LASC10078,20,Full year,2022,68,75.91,8.95,72.93,74.02,0.86
LASC10078,20,Full year,2023,65,76.57,8.98,74.21,74.52,0.84
LASC10078,20,Full year,2024,67,75.66,8.26,74.48,74.66,0.83
LASC10079,20,Semester 1,2020,131,62.82,6.6,61.1,61.32,0.95
LASC10079,20,Semester 1,2021,125,62.1,5.11,59.71,59.47,0.92
LASC10079,20,Semester 1,2022,135,63.25,5.79,60.93,60.46,0.91
LASC10079,20,Semester 1,2023,135,62.54,5.35,60.11,59.58,1.0
LASC10079,20,Semester 1,2024,125,62.31,4.71,60.05,60.12,0.94
LASC10080,20,Semester 2,2020,96,78.87,9.49,76.86,81.14,0.88
LASC10080,20,Semester 2,2021,98,77.76,8.52,76.57,80.16,0.86
LASC10080,20,Semester 2,2022,97,80.64,9.7,77.37,80.84,0.87
LASC10080,20,Semester 2,2023,91,78.9,8.58,78.11,80.47,0.85
LASC10080,20,Semester 2,2024,92,79.84,8.58,76.91,80.99,0.86
LASC10081,10,Full year,2020,98,76.91,9.47,74.45,76.18,0.91
LASC10081,10,Full year,2021,99,77.94,9.87,74.56,76.27,0.91
LASC10081,10,Full year,2022,98,75.16,9.47,74.78,74.39,0.95
LASC10081,10,Full year,2023,101,76.7,9.99,76.32,75.16,0.91
LASC10081,10,Full year,2024,99,76.46,8.36,75.9,75.22,0.96
LASC10083,20,Semester 1,2020,94,67.12,8.06,65.05,68.14,0.63
LASC10083,20,Semester 1,2021,91,66.46,8.07,65.04,67.11,0.64
LASC10083,20,Semester 1,2022,93,65.94,8.62,63.65,67.84,0.63
LASC10083,20,Semester 1,2023,97,66.23,8.14,64.84,67.53,0.59
LASC10083,20,Semester 1,2024,98,66.79,7.41,63.63,67.72,0.58
LASC10084,10,Full year,2020,142,64.77,8.67,63.1,61.48,0.58
LASC10084,10,Full year,2021,152,63.49,9.39,61.84,61.96,0.59
LASC10084,10,Full year,2022,146,64.92,7.59,63.0,62.43,0.64
LASC10084,10,Full year,2023,151,65.16,8.95,63.72,62.07,0.57
LASC10084,10,Full year,2024,144,63.36,8.78,63.26,62.06,0.64
LASC10085,10,Semester 2,2020,59,64.47,7.8,62.2,61.87,0.9
LASC10085,10,Semester 2,2021,58,64.49,8.58,62.1,63.09,0.85
LASC10085,10,Semester 2,2022,59,63.03,7.81,62.1,63.25,0.88
LASC10085,10,Semester 2,2023,62,63.55,8.89,63.2,62.15,0.84
LASC10085,10,Semester 2,2024,58,64.96,8.27,62.86,61.94,0.87
LASC10086,10,Full year,2020,98,69.47,5.92,68.28,68.46,0.97
LASC10086,10,Full year,2021,101,69.47,5.74,67.2,69.82,1.0
LASC10086,10,Full year,2022,97,68.69,7.61,66.95,69.83,0.98
LASC10086,10,Full year,2023,103,69.61,5.87,66.65,68.9,0.97
LASC10086,10,Full year,2024,104,70.75,6.4,67.74,69.19,1.0
LASC10087,10,Semester 2,2020,100,85.86,5.29,82.37,86.83,0.96
LASC10087,10,Semester 2,2021,96,83.05,6.57,83.49,86.88,0.91
LASC10087,10,Semester 2,2022,93,86.0,5.71,83.69,85.33,0.93
LASC10087,10,Semester 2,2023,94,82.99,6.34,82.34,86.08,0.88
LASC10087,10,Semester 2,2024,96,84.48,6.2,82.15,85.94,0.95
LASC10088,20,Semester 1,2020,100,80.84,8.97,81.21,80.64,0.99
LASC10088,20,Semester 1,2021,98,81.6,10.03,81.73,81.01,0.92
LASC10088,20,Semester 1,2022,104,81.53,8.63,82.79,81.31,0.95
LASC10088,20,Semester 1,2023,100,81.71,8.96,82.5,81.25,0.99
LASC10088,20,Semester 1,2024,102,83.51,10.21,82.29,80.35,0.94
LASC10089,20,Semester 1,2020,119,73.44,7.68,75.91,72.4,0.9
LASC10089,20,Semester 1,2021,126,73.17,6.78,75.11,71.05,0.84
LASC10089,20,Semester 1,2022,120,74.03,7.75,74.69,71.77,0.91
LASC10089,20,Semester 1,2023,120,73.56,8.13,75.28,72.4,0.89
LASC10089,20,Semester 1,2024,120,72.06,7.12,74.63,72.75,0.88
LASC10090,20,Semester 1,2020,117,84.75,8.23,82.35,84.87,0.61
LASC10090,20,Semester 1,2021,119,82.38,7.53,83.53,84.5,0.69
LASC10090,20,Semester 1,2022,120,82.88,8.24,83.54,86.05,0.64
LASC10090,20,Semester 1,2023,115,85.58,8.53,83.67,84.92,0.63
LASC10090,20,Semester 1,2024,122,85.44,7.65,82.56,85.68,0.63
LASC10091,10,Semester 1,2020,115,63.66,6.68,60.17,61.78,0.67
LASC10091,10,Semester 1,2021,115,62.64,6.64,61.69,61.92,0.66
LASC10091,10,Semester 1,2022,117,61.25,6.41,60.85,60.5,0.67
LASC10091,10,Semester 1,2023,115,63.91,7.0,61.91,61.26,0.63
LASC10091,10,Semester 1,2024,110,63.42,7.42,61.54,61.7,0.64
LASC10093,20,Semester 2,2020,145,81.95,5.62,82.82,80.65,0.65
LASC10093,20,Semester 2,2021,148,81.9,5.78,82.47,79.08,0.7
LASC10093,20,Semester 2,2022,139,82.0,7.22,83.36,79.08,0.69
LASC10093,20,Semester 2,2023,149,80.01,5.48,83.41,80.87,0.66
LASC10093,20,Semester 2,2024,143,81.73,6.27,82.33,80.86,0.67
LASC10095,20,Semester 1,2020,99,85.68,6.74,87.31,86.36,0.96
LASC10095,20,Semester 1,2021,103,86.64,7.26,85.87,86.07,0.96
LASC10095,20,Semester 1,2022,102,86.47,7.59,87.26,85.71,1.0
LASC10095,20,Semester 1,2023,100,84.86,7.15,87.22,85.19,1.0
LASC10095,20,Semester 1,2024,94,83.44,8.13,86.59,86.19,0.96
LASC10096,20,Full year,2020,99,63.27,8.9,62.05,62.39,0.77
LASC10096,20,Full year,2021,98,61.12,10.17,62.85,62.52,0.79
LASC10096,20,Full year,2022,98,63.63,9.06,62.73,63.43,0.85
LASC10096,20,Full year,2023,97,64.78,9.79,63.14,61.9,0.84
LASC10096,20,Full year,2024,92,61.99,9.45,62.37,63.36,0.79
LASC10098,20,Full year,2020,77,71.93,6.17,70.41,71.8,0.88
LASC10098,20,Full year,2021,76,72.09,6.32,70.62,72.34,0.96
LASC10098,20,Full year,2022,73,71.19,6.53,69.51,72.85,0.93
LASC10098,20,Full year,2023,73,71.2,6.42,70.4,72.09,0.96
LASC10098,20,Full year,2024,74,69.84,6.94,69.33,71.3,0.86
LASC10099,20,Full year,2020,91,67.18,8.36,65.09,63.94,0.84
LASC10099,20,Full year,2021,97,66.7,7.67,64.47,64.33,0.9
LASC10099,20,Full year,2022,94,66.24,8.58,63.96,64.75,0.86
LASC10099,20,Full year,2023,91,64.78,9.14,63.85,64.23,0.91
LASC10099,20,Full year,2024,90,64.37,8.24,63.64,63.7,0.89
LASC10100,10,Semester 1,2020,87,83.99,10.29,82.43,81.74,0.81
LASC10100,10,Semester 1,2021,83,85.55,9.01,83.04,83.08,0.77
LASC10100,10,Semester 1,2022,86,85.62,10.21,81.72,82.78,0.82
LASC10100,10,Semester 1,2023,86,81.88,10.13,81.54,81.7,0.75
LASC10100,10,Semester 1,2024,83,82.72,10.65,82.21,81.66,0.74
LASC10101,20,Semester 1,2020,86,75.42,9.36,75.77,75.88,0.83
LASC10101,20,Semester 1,2021,91,75.7,7.56,74.64,74.22,0.86
LASC10101,20,Semester 1,2022,86,74.54,8.24,76.25,75.13,0.83
LASC10101,20,Semester 1,2023,84,74.38,8.2,74.55,74.27,0.87
LASC10101,20,Semester 1,2024,90,74.87,9.16,74.83,75.97,0.83
LASC10102,20,Semester 2,2020,74,75.57,7.89,75.64,73.76,0.72
LASC10102,20,Semester 2,2021,81,77.44,8.74,76.31,75.46,0.72
LASC10102,20,Semester 2,2022,79,76.7,8.84,74.79,73.84,0.71
LASC10102,20,Semester 2,2023,79,75.83,9.39,75.14,74.5,0.71
LASC10102,20,Semester 2,2024,79,77.1,9.36,74.65,75.28,0.71
LASC10103,10,Semester 2,2020,145,75.72,8.7,73.63,72.4,0.7
LASC10103,10,Semester 2,2021,142,72.8,8.73,72.74,72.68,0.7
LASC10103,10,Semester 2,2022,148,72.71,10.3,74.16,72.3,0.73
LASC10103,10,Semester 2,2023,144,75.17,9.96,73.16,72.39,0.71
LASC10103,10,Semester 2,2024,141,72.0,9.02,72.55,72.8,0.74
LASC10104,20,Semester 2,2020,92,63.44,5.61,65.1,64.36,0.58
LASC10104,20,Semester 2,2021,94,62.07,6.73,66.22,63.86,0.62
LASC10104,20,Semester 2,2022,97,62.96,7.19,65.76,64.34,0.59
LASC10104,20,Semester 2,2023,88,62.67,6.73,66.37,63.98,0.62
LASC10104,20,Semester 2,2024,97,65.58,6.51,65.69,64.23,0.59
LASC10105,10,Semester 1,2020,135,68.51,6.3,70.43,71.49,0.78
LASC10105,10,Semester 1,2021,137,72.36,7.43,71.31,71.15,0.84
LASC10105,10,Semester 1,2022,137,72.43,7.24,71.96,72.27,0.86
LASC10105,10,Semester 1,2023,139,69.56,7.12,70.49,71.93,0.86
LASC10105,10,Semester 1,2024,139,72.46,6.26,71.49,71.86,0.78
LASC10106,10,Semester 1,2020,141,84.74,9.02,84.45,83.35,0.66
LASC10106,10,Semester 1,2021,142,83.47,10.05,84.58,84.53,0.64
LASC10106,10,Semester 1,2022,138,86.17,10.04,85.61,84.32,0.57
LASC10106,10,Semester 1,2023,138,83.09,9.88,84.59,84.0,0.62
LASC10106,10,Semester 1,2024,141,84.45,8.62,84.14,85.01,0.61
LASC10107,10,Semester 2,2020,110,64.7,8.27,64.02,64.08,0.7
LASC10107,10,Semester 2,2021,103,62.97,7.19,64.48,64.23,0.7
LASC10107,10,Semester 2,2022,112,65.31,7.46,65.19,63.93,0.7
LASC10107,10,Semester 2,2023,105,65.26,8.36,64.31,64.87,0.73
LASC10107,10,Semester 2,2024,107,64.37,8.34,65.4,64.78,0.74
LASC10108,10,Semester 1,2020,147,69.96,8.41,69.43,69.2,0.75
LASC10108,10,Semester 1,2021,144,67.62,7.12,70.92,69.62,0.75
LASC10108,10,Semester 1,2022,149,67.25,7.42,70.66,68.47,0.71
LASC10108,10,Semester 1,2023,151,69.92,8.15,69.51,68.97,0.79
LASC10108,10,Semester 1,2024,151,68.18,8.12,70.2,70.29,0.72
LASC10109,10,Full year,2020,90,71.13,8.08,69.87,70.92,0.68
LASC10109,10,Full year,2021,90,69.37,7.66,70.4,72.08,0.67
LASC10109,10,Full year,2022,95,69.01,8.66,69.48,71.69,0.75
LASC10109,10,Full year,2023,95,70.31,7.82,68.72,72.58,0.75
LASC10109,10,Full year,2024,92,69.68,7.86,70.42,72.66,0.74
LASC10110,10,Semester 1,2020,83,67.56,7.71,64.64,67.81,0.72
LASC10110,10,Semester 1,2021,81,66.86,6.95,65.53,67.86,0.73
LASC10110,10,Semester 1,2022,83,65.0,7.6,65.3,67.88,0.8
LASC10110,10,Semester 1,2023,86,67.17,8.15,64.88,68.78,0.73
LASC10110,10,Semester 1,2024,83,68.06,7.67,64.56,67.64,0.75
LASC10111,10,Semester 1,2020,141,64.04,7.33,62.39,61.94,0.97
LASC10111,10,Semester 1,2021,137,63.37,6.35,61.73,61.75,1.0
LASC10111,10,Semester 1,2022,146,64.75,7.58,61.66,62.34,1.0
LASC10111,10,Semester 1,2023,134,62.34,7.4,61.41,62.41,1.0
LASC10111,10,Semester 1,2024,146,61.02,6.49,61.89,62.19,0.99
LASC10112,20,Semester 1,2020,67,76.3,9.73,75.24,77.47,0.95
LASC10112,20,Semester 1,2021,66,76.67,8.93,73.6,76.43,0.9
LASC10112,20,Semester 1,2022,66,75.75,9.84,74.11,76.25,0.89
LASC10112,20,Semester 1,2023,65,75.68,10.11,74.7,75.78,0.88
LASC10112,20,Semester 1,2024,68,74.54,10.14,74.27,76.65,0.91
LASC10114,10,Full year,2020,57,66.1,6.2,66.8,62.81,0.73
LASC10114,10,Full year,2021,58,63.36,5.48,67.71,63.27,0.71
LASC10114,10,Full year,2022,57,63.54,7.05,67.28,62.86,0.77
LASC10114,10,Full year,2023,57,65.31,6.4,66.33,62.47,0.78
LASC10114,10,Full year,2024,59,63.2,5.69,66.35,63.65,0.77
LASC10115,20,Semester 1,2020,147,67.6,5.55,68.59,68.14,0.64
LASC10115,20,Semester 1,2021,142,68.23,4.89,68.75,67.67,0.65
LASC10115,20,Semester 1,2022,140,69.72,4.81,68.39,68.01,0.67
LASC10115,20,Semester 1,2023,141,71.21,6.11,67.62,67.19,0.63
LASC10115,20,Semester 1,2024,137,69.59,5.44,68.92,67.52,0.65
LASC10116,10,Full year,2020,52,63.35,7.87,61.78,62.22,0.93
LASC10116,10,Full year,2021,55,62.53,8.69,62.29,62.52,0.99
LASC10116,10,Full year,2022,50,63.52,7.59,62.3,61.55,0.98
LASC10116,10,Full year,2023,54,60.91,8.13,61.27,61.86,0.97
LASC10116,10,Full year,2024,53,63.53,7.44,61.08,61.99,0.94
LASC10117,10,Semester 2,2020,83,82.96,9.9,81.82,79.75,0.81
LASC10117,10,Semester 2,2021,82,82.16,9.45,81.78,81.27,0.89
LASC10117,10,Semester 2,2022,80,80.75,9.5,82.29,79.93,0.81
LASC10117,10,Semester 2,2023,82,83.02,8.55,82.15,80.79,0.87
LASC10117,10,Semester 2,2024,80,82.25,10.28,81.76,80.67,0.87
LASC10118,10,Full year,2020,71,71.92,6.22,73.37,75.07,0.92
LASC10118,10,Full year,2021,72,73.03,6.31,73.27,73.53,1.0
LASC10118,10,Full year,2022,72,73.91,6.5,73.35,74.59,0.98
LASC10118,10,Full year,2023,72,72.14,7.78,73.33,73.35,1.0
LASC10118,10,Full year,2024,72,72.63,6.5,73.52,73.77,0.96
LASC10119,20,Semester 2,2020,64,76.07,5.37,75.4,73.61,0.73
LASC10119,20,Semester 2,2021,63,75.62,7.03,76.45,72.66,0.7
LASC10119,20,Semester 2,2022,61,73.14,6.89,75.96,72.94,0.7
LASC10119,20,Semester 2,2023,59,73.75,6.38,76.51,72.48,0.72
LASC10119,20,Semester 2,2024,64,73.78,6.94,76.7,73.61,0.67
LASC10120,10,Semester 2,2020,95,66.16,6.56,66.56,67.73,0.93
LASC10120,10,Semester 2,2021,100,66.5,6.04,65.44,68.24,0.89
LASC10120,10,Semester 2,2022,99,68.07,6.5,65.5,68.22,0.88
LASC10120,10,Semester 2,2023,97,67.21,7.17,66.52,67.79,0.85
LASC10120,10,Semester 2,2024,98,66.01,5.92,66.13,68.21,0.85
LASC10121,20,Semester 2,2020,108,82.25,5.37,78.59,79.7,0.88
LASC10121,20,Semester 2,2021,111,83.04,6.0,79.46,80.89,0.8
LASC10121,20,Semester 2,2022,115,80.27,5.38,80.02,79.86,0.87
LASC10121,20,Semester 2,2023,110,79.18,5.96,78.55,80.83,0.8
LASC10121,20,Semester 2,2024,107,79.59,6.11,79.2,80.84,0.82
LASC10122,20,Semester 1,2020,103,73.65,7.6,76.62,73.1,0.77
LASC10122,20,Semester 1,2021,108,76.72,7.58,75.76,74.04,0.76
LASC10122,20,Semester 1,2022,106,73.86,7.54,76.16,73.59,0.73
LASC10122,20,Semester 1,2023,110,73.96,8.62,76.58,72.82,0.78
LASC10122,20,Semester 1,2024,106,76.9,8.85,76.1,73.67,0.79
LASC10123,20,Semester 1,2020,105,76.97,8.12,78.0,80.19,0.77
LASC10123,20,Semester 1,2021,104,76.92,8.53,79.1,80.9,0.76
LASC10123,20,Semester 1,2022,109,76.94,8.33,77.89,79.69,0.74
LASC10123,20,Semester 1,2023,107,76.91,7.98,77.48,80.2,0.79
LASC10123,20,Semester 1,2024,108,79.18,8.66,77.79,79.99,0.77
LASC11013,20,Full year,2020,103,63.67,6.94,64.66,65.48,0.56
LASC11013,20,Full year,2021,103,64.45,7.28,63.2,66.17,0.58
LASC11013,20,Full year,2022,103,64.28,7.55,63.96,64.64,0.55
LASC11013,20,Full year,2023,104,66.38,7.25,64.59,64.73,0.62
LASC11013,20,Full year,2024,106,67.29,7.63,63.39,66.0,0.56
LASC11014,20,Full year,2020,55,63.27,5.81,63.49,63.35,0.96
LASC11014,20,Full year,2021,56,64.32,6.31,63.04,64.08,0.96
LASC11014,20,Full year,2022,60,62.35,6.0,61.81,64.7,1.0
LASC11014,20,Full year,2023,60,64.89,5.21,62.28,63.72,0.98
LASC11014,20,Full year,2024,59,65.79,5.44,63.16,64.83,0.97
LASC11028,10,Full year,2020,95,74.07,10.57,71.74,71.14,0.81
LASC11028,10,Full year,2021,92,72.64,9.61,71.63,70.52,0.77
LASC11028,10,Full year,2022,90,74.22,10.44,71.07,71.09,0.76
LASC11028,10,Full year,2023,90,70.69,10.0,72.35,71.37,0.78
LASC11028,10,Full year,2024,97,73.17,9.97,71.95,71.42,0.76
LASC11031,20,Semester 1,2020,85,74.52,6.72,77.52,74.1,0.83
LASC11031,20,Semester 1,2021,87,75.47,5.9,77.58,74.67,0.83
LASC11031,20,Semester 1,2022,87,74.25,5.44,75.92,73.21,0.8
LASC11031,20,Semester 1,2023,90,75.61,5.57,75.92,73.91,0.87
LASC11031,20,Semester 1,2024,93,76.77,4.79,76.24,74.62,0.81
LASC11032,20,Semester 2,2020,52,78.18,4.39,77.68,78.05,0.84
LASC11032,20,Semester 2,2021,52,77.16,4.53,78.88,77.97,0.81
LASC11032,20,Semester 2,2022,51,79.68,5.65,79.3,78.69,0.77
LASC11032,20,Semester 2,2023,51,78.15,5.78,78.26,78.94,0.79
LASC11032,20,Semester 2,2024,50,76.94,5.02,77.89,77.5,0.83
LASC11033,20,Semester 2,2020,71,74.87,8.3,74.39,74.97,0.77
LASC11033,20,Semester 2,2021,71,74.22,9.7,73.19,75.18,0.73
LASC11033,20,Semester 2,2022,69,72.28,9.49,73.65,75.65,0.74
LASC11033,20,Semester 2,2023,70,71.55,9.66,73.2,75.73,0.79
LASC11033,20,Semester 2,2024,69,73.13,7.97,72.82,75.2,0.7
LASC11035,10,Full year,2020,61,76.47,6.75,78.5,77.48,0.66
LASC11035,10,Full year,2021,64,79.82,6.89,78.28,77.8,0.63
LASC11035,10,Full year,2022,63,77.91,6.83,78.26,77.45,0.68
LASC11035,10,Full year,2023,66,76.31,6.32,78.08,77.78,0.67
LASC11035,10,Full year,2024,59,76.76,5.6,77.62,78.1,0.69
LASC11036,10,Semester 1,2020,133,74.27,5.39,72.89,72.44,0.68
LASC11036,10,Semester 1,2021,139,73.11,4.78,73.29,74.08,0.73
LASC11036,10,Semester 1,2022,143,71.85,5.2,72.76,72.29,0.7
LASC11036,10,Semester 1,2023,139,73.52,5.02,73.92,72.9,0.72
LASC11036,10,Semester 1,2024,140,73.14,5.63,73.97,73.62,0.72
LASC11037,10,Semester 1,2020,94,79.66,5.14,79.56,77.76,0.57
LASC11037,10,Semester 1,2021,100,80.67,5.81,79.2,76.56,0.63
LASC11037,10,Semester 1,2022,100,77.68,5.95,79.27,77.27,0.63
LASC11037,10,Semester 1,2023,92,79.12,5.54,79.91,76.0,0.56
LASC11037,10,Semester 1,2024,93,78.77,5.36,78.96,76.68,0.62
LASC11058,10,Semester 2,2020,111,76.33,9.62,77.3,77.17,0.89
LASC11058,10,Semester 2,2021,111,75.95,9.27,78.04,76.37,0.82
LASC11058,10,Semester 2,2022,108,75.82,8.97,78.71,76.61,0.84
LASC11058,10,Semester 2,2023,109,77.15,8.79,78.51,76.49,0.87
LASC11058,10,Semester 2,2024,112,77.31,8.66,79.04,76.26,0.84
LASC11061,10,Full year,2020,115,67.11,6.74,66.64,65.8,0.8
LASC11061,10,Full year,2021,114,67.21,6.47,65.49,66.82,0.87
LASC11061,10,Full year,2022,111,64.5,6.82,65.28,67.06,0.8
LASC11061,10,Full year,2023,116,65.98,5.09,65.95,66.96,0.85
LASC11061,10,Full year,2024,120,67.37,5.67,66.53,66.26,0.87
LASC11062,10,Semester 2,2020,96,85.65,8.16,82.98,85.3,0.98
LASC11062,10,Semester 2,2021,93,85.22,8.73,82.47,85.85,0.95
LASC11062,10,Semester 2,2022,91,85.11,9.17,82.9,86.04,0.92
LASC11062,10,Semester 2,2023,99,83.51,8.36,83.02,86.18,0.96
LASC11062,10,Semester 2,2024,99,83.65,7.96,82.65,85.74,0.89
LASC11074,10,Semester 1,2020,135,77.62,7.16,76.29,75.5,0.68
LASC11074,10,Semester 1,2021,137,77.07,7.62,77.4,74.21,0.7
LASC11074,10,Semester 1,2022,146,77.78,6.72,77.15,74.2,0.72
LASC11074,10,Semester 1,2023,138,77.48,6.64,77.17,75.14,0.76
LASC11074,10,Semester 1,2024,138,75.12,6.63,77.98,74.79,0.77
LASC11075,20,Full year,2020,131,83.25,8.88,82.42,84.09,0.95
LASC11075,20,Full year,2021,133,84.96,8.28,83.66,83.61,0.93
LASC11075,20,Full year,2022,133,85.48,9.3,82.38,84.13,0.99
LASC11075,20,Full year,2023,126,84.72,9.16,83.23,83.03,0.96
LASC11075,20,Full year,2024,135,82.62,9.77,83.33,82.35,0.98
LASC11081,10,Semester 2,2020,58,71.97,10.31,71.43,75.05,0.99
LASC11081,10,Semester 2,2021,56,74.35,10.31,72.15,74.81,0.99
LASC11081,10,Semester 2,2022,59,73.27,10.12,72.46,75.18,0.96
LASC11081,10,Semester 2,2023,58,74.5,9.55,72.05,75.16,1.0
LASC11081,10,Semester 2,2024,56,73.16,9.02,72.7,75.03,1.0
LASC11082,20,Full year,2020,61,67.45,5.3,66.67,67.27,0.82
LASC11082,20,Full year,2021,61,68.18,4.52,67.05,67.6,0.77
LASC11082,20,Full year,2022,62,68.13,5.62,67.03,66.76,0.85
LASC11082,20,Full year,2023,62,66.92,4.79,66.74,67.2,0.83
LASC11082,20,Full year,2024,62,68.26,5.93,67.22,66.41,0.78
LASC11085,10,Semester 2,2020,53,85.91,4.29,83.71,84.09,0.91
LASC11085,10,Semester 2,2021,56,86.27,4.87,82.72,83.71,0.91
LASC11085,10,Semester 2,2022,57,85.61,4.76,83.32,83.05,0.88
LASC11085,10,Semester 2,2023,57,83.76,4.88,83.75,82.67,0.92
LASC11085,10,Semester 2,2024,55,86.35,4.78,83.2,83.46,0.9
LASC11089,10,Semester 1,2020,133,62.36,7.62,60.73,60.44,0.87
LASC11089,10,Semester 1,2021,129,62.52,8.15,62.33,60.67,0.82
LASC11089,10,Semester 1,2022,129,62.68,7.06,61.54,61.68,0.89
LASC11089,10,Semester 1,2023,132,62.81,7.0,60.7,61.57,0.85
LASC11089,10,Semester 1,2024,135,62.8,7.83,62.63,62.21,0.87
LASC11096,20,Full year,2020,138,62.54,5.72,63.32,62.17,0.87
LASC11096,20,Full year,2021,128,61.42,6.61,62.87,60.46,0.85
LASC11096,20,Full year,2022,137,63.49,6.19,61.82,60.71,0.88
LASC11096,20,Full year,2023,125,62.6,5.82,61.66,62.14,0.87
LASC11096,20,Full year,2024,135,64.98,6.43,62.09,61.58,0.9
LASC11106,20,Semester 1,2020,87,75.47,7.76,72.58,75.33,0.83
LASC11106,20,Semester 1,2021,86,74.76,7.02,73.51,74.76,0.86
LASC11106,20,Semester 1,2022,80,74.86,8.19,73.0,74.82,0.84
LASC11106,20,Semester 1,2023,87,75.07,6.95,74.32,75.83,0.84
LASC11106,20,Semester 1,2024,84,72.79,8.2,73.9,74.49,0.87
LASC11112,20,Full year,2020,118,65.0,10.14,67.94,64.58,0.61
LASC11112,20,Full year,2021,111,66.02,10.83,67.48,66.41,0.61
LASC11112,20,Full year,2022,120,66.0,10.39,66.3,66.1,0.57
LASC11112,20,Full year,2023,116,66.24,9.07,66.56,65.1,0.65
LASC11112,20,Full year,2024,110,63.84,10.36,66.31,66.37,0.56
LASC11113,10,Full year,2020,90,80.67,6.13,82.71,84.56,0.94
LASC11113,10,Full year,2021,89,80.84,5.82,83.39,84.69,0.97
LASC11113,10,Full year,2022,86,82.34,5.09,83.98,83.51,0.99
LASC11113,10,Full year,2023,88,82.14,5.29,82.24,83.51,0.92
LASC11113,10,Full year,2024,92,80.83,6.75,82.26,83.92,0.96
LASC11117,20,Semester 2,2020,48,68.74,8.76,70.59,69.3,0.81
LASC11117,20,Semester 2,2021,48,67.61,9.66,70.2,70.66,0.85
LASC11117,20,Semester 2,2022,52,68.06,9.75,70.71,69.73,0.81
LASC11117,20,Semester 2,2023,50,69.3,9.41,69.55,69.81,0.86
LASC11117,20,Semester 2,2024,51,67.28,9.31,71.21,70.53,0.86
LASC11123,10,Semester 1,2020,85,75.71,10.39,74.56,74.75,0.88
LASC11123,10,Semester 1,2021,89,74.37,10.84,75.16,75.13,0.83
LASC11123,10,Semester 1,2022,83,74.28,9.07,75.16,74.33,0.92
LASC11123,10,Semester 1,2023,86,74.75,10.05,74.02,73.45,0.9
LASC11123,10,Semester 1,2024,88,74.46,10.76,75.35,74.64,0.83
LASC11125,20,Semester 1,2020,114,74.14,10.65,75.17,73.49,0.99
LASC11125,20,Semester 1,2021,105,76.04,10.97,75.08,73.55,0.92
LASC11125,20,Semester 1,2022,106,75.75,10.37,75.44,75.0,0.91
LASC11125,20,Semester 1,2023,105,76.96,10.61,76.42,73.55,0.95
LASC11125,20,Semester 1,2024,112,74.82,9.39,76.19,74.4,0.93
LASC11127,20,Semester 1,2020,91,85.36,6.76,81.83,85.98,0.6
LASC11127,20,Semester 1,2021,91,83.33,4.95,82.36,85.17,0.58
LASC11127,20,Semester 1,2022,92,84.46,6.16,82.59,85.8,0.61
